X_mm,Y_mm,Z_mm,PowerDensity_W_per_mm3
14.250,15.750,0.025,6.652
14.250,15.750,0.075,6.652
14.250,15.750,0.125,6.652
0.250,16.250,0.025,6.652
0.250,16.250,0.025,6.652
0.250,16.250,0.075,6.652
0.250,16.250,0.075,6.652
0.250,16.250,0.125,6.652
0.250,16.250,0.125,6.652
0.750,16.250,0.025,6.652
0.750,16.250,0.025,6.652
0.750,16.250,0.075,6.652
0.750,16.250,0.075,6.652
0.750,16.250,0.125,6.652
0.750,16.250,0.125,6.652
1.250,16.250,0.025,6.652
1.250,16.250,0.025,6.652
1.250,16.250,0.075,6.652
1.250,16.250,0.075,6.652
1.250,16.250,0.125,6.652
1.250,16.250,0.125,6.652
1.750,16.250,0.025,6.652
1.750,16.250,0.025,6.652
1.750,16.250,0.075,6.652
1.750,16.250,0.075,6.652
1.750,16.250,0.125,6.652
1.750,16.250,0.125,6.652
2.250,16.250,0.025,6.652
2.250,16.250,0.025,6.652
2.250,16.250,0.075,6.652
2.250,16.250,0.075,6.652
2.250,16.250,0.125,6.652
2.250,16.250,0.125,6.652
2.750,16.250,0.025,6.652
2.750,16.250,0.025,6.652
2.750,16.250,0.075,6.652
2.750,16.250,0.075,6.652
2.750,16.250,0.125,6.652
2.750,16.250,0.125,6.652
3.250,16.250,0.025,6.652
3.250,16.250,0.025,6.652
3.250,16.250,0.075,6.652
3.250,16.250,0.075,6.652
3.250,16.250,0.125,6.652
3.250,16.250,0.125,6.652
3.750,16.250,0.025,6.652
3.750,16.250,0.025,6.652
3.750,16.250,0.075,6.652
3.750,16.250,0.075,6.652
3.750,16.250,0.125,6.652
3.750,16.250,0.125,6.652
4.250,16.250,0.025,6.652
4.250,16.250,0.025,6.652
4.250,16.250,0.075,6.652
4.250,16.250,0.075,6.652
4.250,16.250,0.125,6.652
4.250,16.250,0.125,6.652
4.750,16.250,0.025,4.280
4.750,16.250,0.075,4.280
4.750,16.250,0.125,4.280
5.250,16.250,0.025,4.280
5.250,16.250,0.075,4.280
5.250,16.250,0.125,4.280
5.750,16.250,0.025,4.280
5.750,16.250,0.075,4.280
5.750,16.250,0.125,4.280
6.250,16.250,0.025,4.280
6.250,16.250,0.075,4.280
6.250,16.250,0.125,4.280
6.750,16.250,0.025,4.280
6.750,16.250,0.075,4.280
6.750,16.250,0.125,4.280
7.250,16.250,0.025,4.280
7.250,16.250,0.075,4.280
7.250,16.250,0.125,4.280
7.750,16.250,0.025,4.280
7.750,16.250,0.075,4.280
7.750,16.250,0.125,4.280
8.250,16.250,0.025,4.280
8.250,16.250,0.075,4.280
8.250,16.250,0.125,4.280
8.750,16.250,0.025,4.280
8.750,16.250,0.075,4.280
8.750,16.250,0.125,4.280
9.250,16.250,0.025,4.280
9.250,16.250,0.075,4.280
9.250,16.250,0.125,4.280
10.750,16.250,0.025,6.652
10.750,16.250,0.025,6.652
10.750,16.250,0.075,6.652
10.750,16.250,0.075,6.652
10.750,16.250,0.125,6.652
10.750,16.250,0.125,6.652
11.250,16.250,0.025,6.652
11.250,16.250,0.025,6.652
11.250,16.250,0.075,6.652
11.250,16.250,0.075,6.652
11.250,16.250,0.125,6.652
11.250,16.250,0.125,6.652
11.750,16.250,0.025,6.652
11.750,16.250,0.025,6.652
11.750,16.250,0.075,6.652
11.750,16.250,0.075,6.652
11.750,16.250,0.125,6.652
11.750,16.250,0.125,6.652
12.250,16.250,0.025,6.652
12.250,16.250,0.025,6.652
12.250,16.250,0.075,6.652
12.250,16.250,0.075,6.652
12.250,16.250,0.125,6.652
12.250,16.250,0.125,6.652
12.750,16.250,0.025,6.652
12.750,16.250,0.025,6.652
12.750,16.250,0.075,6.652
12.750,16.250,0.075,6.652
12.750,16.250,0.125,6.652
12.750,16.250,0.125,6.652
13.250,16.250,0.025,6.652
13.250,16.250,0.025,6.652
13.250,16.250,0.075,6.652
13.250,16.250,0.075,6.652
13.250,16.250,0.125,6.652
13.250,16.250,0.125,6.652
13.750,16.250,0.025,6.652
13.750,16.250,0.025,6.652
13.750,16.250,0.075,6.652
13.750,16.250,0.075,6.652
13.750,16.250,0.125,6.652
13.750,16.250,0.125,6.652
14.250,16.250,0.025,6.652
14.250,16.250,0.025,6.652
14.250,16.250,0.075,6.652
14.250,16.250,0.075,6.652
14.250,16.250,0.125,6.652
14.250,16.250,0.125,6.652
0.250,16.750,0.025,6.652
0.250,16.750,0.075,6.652
0.250,16.750,0.125,6.652
0.750,16.750,0.025,6.652
0.750,16.750,0.075,6.652
0.750,16.750,0.125,6.652
1.250,16.750,0.025,6.652
1.250,16.750,0.075,6.652
1.250,16.750,0.125,6.652
1.750,16.750,0.025,6.652
1.750,16.750,0.075,6.652
1.750,16.750,0.125,6.652
2.250,16.750,0.025,6.652
2.250,16.750,0.075,6.652
2.250,16.750,0.125,6.652
2.750,16.750,0.025,6.652
2.750,16.750,0.075,6.652
2.750,16.750,0.125,6.652
3.250,16.750,0.025,6.652
3.250,16.750,0.075,6.652
3.250,16.750,0.125,6.652
3.750,16.750,0.025,6.652
3.750,16.750,0.075,6.652
3.750,16.750,0.125,6.652
4.250,16.750,0.025,6.652
4.250,16.750,0.075,6.652
4.250,16.750,0.125,6.652
4.750,16.750,0.025,4.280
4.750,16.750,0.075,4.280
4.750,16.750,0.125,4.280
5.250,16.750,0.025,4.280
5.250,16.750,0.075,4.280
5.250,16.750,0.125,4.280
5.750,16.750,0.025,4.280
5.750,16.750,0.075,4.280
5.750,16.750,0.125,4.280
6.250,16.750,0.025,4.280
6.250,16.750,0.075,4.280
6.250,16.750,0.125,4.280
6.750,16.750,0.025,4.280
6.750,16.750,0.075,4.280
6.750,16.750,0.125,4.280
7.250,16.750,0.025,4.280
7.250,16.750,0.075,4.280
7.250,16.750,0.125,4.280
7.750,16.750,0.025,4.280
7.750,16.750,0.075,4.280
7.750,16.750,0.125,4.280
8.250,16.750,0.025,4.280
8.250,16.750,0.075,4.280
8.250,16.750,0.125,4.280
8.750,16.750,0.025,4.280
8.750,16.750,0.075,4.280
8.750,16.750,0.125,4.280
9.250,16.750,0.025,4.280
9.250,16.750,0.075,4.280
9.250,16.750,0.125,4.280
10.750,16.750,0.025,6.652
10.750,16.750,0.075,6.652
10.750,16.750,0.125,6.652
11.250,16.750,0.025,6.652
11.250,16.750,0.075,6.652
11.250,16.750,0.125,6.652
11.750,16.750,0.025,6.652
11.750,16.750,0.075,6.652
11.750,16.750,0.125,6.652
12.250,16.750,0.025,6.652
12.250,16.750,0.075,6.652
12.250,16.750,0.125,6.652
12.750,16.750,0.025,6.652
12.750,16.750,0.075,6.652
12.750,16.750,0.125,6.652
13.250,16.750,0.025,6.652
13.250,16.750,0.075,6.652
13.250,16.750,0.125,6.652
13.750,16.750,0.025,6.652
13.750,16.750,0.075,6.652
13.750,16.750,0.125,6.652
14.250,16.750,0.025,6.652
14.250,16.750,0.075,6.652
14.250,16.750,0.125,6.652
0.250,17.250,0.025,6.652
0.250,17.250,0.075,6.652
0.250,17.250,0.125,6.652
0.750,17.250,0.025,6.652
0.750,17.250,0.075,6.652
0.750,17.250,0.125,6.652
1.250,17.250,0.025,6.652
1.250,17.250,0.075,6.652
1.250,17.250,0.125,6.652
1.750,17.250,0.025,6.652
1.750,17.250,0.075,6.652
1.750,17.250,0.125,6.652
2.250,17.250,0.025,6.652
2.250,17.250,0.075,6.652
2.250,17.250,0.125,6.652
2.750,17.250,0.025,6.652
2.750,17.250,0.075,6.652
2.750,17.250,0.125,6.652
3.250,17.250,0.025,6.652
3.250,17.250,0.075,6.652
3.250,17.250,0.125,6.652
3.750,17.250,0.025,6.652
3.750,17.250,0.075,6.652
3.750,17.250,0.125,6.652
4.250,17.250,0.025,6.652
4.250,17.250,0.075,6.652
4.250,17.250,0.125,6.652
4.750,17.250,0.025,4.280
4.750,17.250,0.075,4.280
4.750,17.250,0.125,4.280
5.250,17.250,0.025,4.280
5.250,17.250,0.075,4.280
5.250,17.250,0.125,4.280
5.750,17.250,0.025,4.280
5.750,17.250,0.075,4.280
5.750,17.250,0.125,4.280
6.250,17.250,0.025,4.280
6.250,17.250,0.075,4.280
6.250,17.250,0.125,4.280
6.750,17.250,0.025,4.280
6.750,17.250,0.075,4.280
6.750,17.250,0.125,4.280
7.250,17.250,0.025,4.280
7.250,17.250,0.075,4.280
7.250,17.250,0.125,4.280
7.750,17.250,0.025,4.280
7.750,17.250,0.075,4.280
7.750,17.250,0.125,4.280
8.250,17.250,0.025,4.280
8.250,17.250,0.075,4.280
8.250,17.250,0.125,4.280
8.750,17.250,0.025,4.280
8.750,17.250,0.075,4.280
8.750,17.250,0.125,4.280
9.250,17.250,0.025,4.280
9.250,17.250,0.075,4.280
9.250,17.250,0.125,4.280
10.750,17.250,0.025,6.652
10.750,17.250,0.075,6.652
10.750,17.250,0.125,6.652
11.250,17.250,0.025,6.652
11.250,17.250,0.075,6.652
11.250,17.250,0.125,6.652
11.750,17.250,0.025,6.652
11.750,17.250,0.075,6.652
11.750,17.250,0.125,6.652
12.250,17.250,0.025,6.652
12.250,17.250,0.075,6.652
12.250,17.250,0.125,6.652
12.750,17.250,0.025,6.652
12.750,17.250,0.075,6.652
12.750,17.250,0.125,6.652
13.250,17.250,0.025,6.652
13.250,17.250,0.075,6.652
13.250,17.250,0.125,6.652
13.750,17.250,0.025,6.652
13.750,17.250,0.075,6.652
13.750,17.250,0.125,6.652
14.250,17.250,0.025,6.652
14.250,17.250,0.075,6.652
14.250,17.250,0.125,6.652
0.250,17.750,0.025,6.652
0.250,17.750,0.075,6.652
0.250,17.750,0.125,6.652
0.750,17.750,0.025,6.652
0.750,17.750,0.075,6.652
0.750,17.750,0.125,6.652
1.250,17.750,0.025,6.652
1.250,17.750,0.075,6.652
1.250,17.750,0.125,6.652
1.750,17.750,0.025,6.652
1.750,17.750,0.075,6.652
1.750,17.750,0.125,6.652
2.250,17.750,0.025,6.652
2.250,17.750,0.075,6.652
2.250,17.750,0.125,6.652
2.750,17.750,0.025,6.652
2.750,17.750,0.075,6.652
2.750,17.750,0.125,6.652
3.250,17.750,0.025,6.652
3.250,17.750,0.075,6.652
3.250,17.750,0.125,6.652
3.750,17.750,0.025,6.652
3.750,17.750,0.075,6.652
3.750,17.750,0.125,6.652
4.250,17.750,0.025,6.652
4.250,17.750,0.075,6.652
4.250,17.750,0.125,6.652
4.750,17.750,0.025,4.280
4.750,17.750,0.075,4.280
4.750,17.750,0.125,4.280
5.250,17.750,0.025,4.280
5.250,17.750,0.075,4.280
5.250,17.750,0.125,4.280
5.750,17.750,0.025,4.280
5.750,17.750,0.075,4.280
5.750,17.750,0.125,4.280
6.250,17.750,0.025,4.280
6.250,17.750,0.075,4.280
6.250,17.750,0.125,4.280
6.750,17.750,0.025,4.280
6.750,17.750,0.075,4.280
6.750,17.750,0.125,4.280
7.250,17.750,0.025,4.280
7.250,17.750,0.075,4.280
7.250,17.750,0.125,4.280
7.750,17.750,0.025,4.280
7.750,17.750,0.075,4.280
7.750,17.750,0.125,4.280
8.250,17.750,0.025,4.280
8.250,17.750,0.075,4.280
8.250,17.750,0.125,4.280
8.750,17.750,0.025,4.280
8.750,17.750,0.075,4.280
8.750,17.750,0.125,4.280
9.250,17.750,0.025,4.280
9.250,17.750,0.075,4.280
9.250,17.750,0.125,4.280
10.750,17.750,0.025,6.652
10.750,17.750,0.075,6.652
10.750,17.750,0.125,6.652
11.250,17.750,0.025,6.652
11.250,17.750,0.075,6.652
11.250,17.750,0.125,6.652
11.750,17.750,0.025,6.652
11.750,17.750,0.075,6.652
11.750,17.750,0.125,6.652
12.250,17.750,0.025,6.652
12.250,17.750,0.075,6.652
12.250,17.750,0.125,6.652
12.750,17.750,0.025,6.652
12.750,17.750,0.075,6.652
12.750,17.750,0.125,6.652
13.250,17.750,0.025,6.652
13.250,17.750,0.075,6.652
13.250,17.750,0.125,6.652
13.750,17.750,0.025,6.652
13.750,17.750,0.075,6.652
13.750,17.750,0.125,6.652
14.250,17.750,0.025,6.652
14.250,17.750,0.075,6.652
14.250,17.750,0.125,6.652
0.250,18.250,0.025,6.652
0.250,18.250,0.075,6.652
0.250,18.250,0.125,6.652
0.750,18.250,0.025,6.652
0.750,18.250,0.075,6.652
0.750,18.250,0.125,6.652
1.250,18.250,0.025,6.652
1.250,18.250,0.075,6.652
1.250,18.250,0.125,6.652
1.750,18.250,0.025,6.652
1.750,18.250,0.075,6.652
1.750,18.250,0.125,6.652
2.250,18.250,0.025,6.652
2.250,18.250,0.075,6.652
2.250,18.250,0.125,6.652
2.750,18.250,0.025,6.652
2.750,18.250,0.075,6.652
2.750,18.250,0.125,6.652
3.250,18.250,0.025,6.652
3.250,18.250,0.075,6.652
3.250,18.250,0.125,6.652
3.750,18.250,0.025,6.652
3.750,18.250,0.075,6.652
3.750,18.250,0.125,6.652
4.250,18.250,0.025,6.652
4.250,18.250,0.075,6.652
4.250,18.250,0.125,6.652
4.750,18.250,0.025,4.280
4.750,18.250,0.075,4.280
4.750,18.250,0.125,4.280
5.250,18.250,0.025,4.280
5.250,18.250,0.075,4.280
5.250,18.250,0.125,4.280
5.750,18.250,0.025,4.280
5.750,18.250,0.075,4.280
5.750,18.250,0.125,4.280
6.250,18.250,0.025,4.280
6.250,18.250,0.075,4.280
6.250,18.250,0.125,4.280
6.750,18.250,0.025,4.280
6.750,18.250,0.075,4.280
6.750,18.250,0.125,4.280
7.250,18.250,0.025,4.280
7.250,18.250,0.075,4.280
7.250,18.250,0.125,4.280
7.750,18.250,0.025,4.280
7.750,18.250,0.075,4.280
7.750,18.250,0.125,4.280
8.250,18.250,0.025,4.280
8.250,18.250,0.075,4.280
8.250,18.250,0.125,4.280
8.750,18.250,0.025,4.280
8.750,18.250,0.075,4.280
8.750,18.250,0.125,4.280
9.250,18.250,0.025,4.280
9.250,18.250,0.075,4.280
9.250,18.250,0.125,4.280
10.750,18.250,0.025,6.652
10.750,18.250,0.075,6.652
10.750,18.250,0.125,6.652
11.250,18.250,0.025,6.652
11.250,18.250,0.075,6.652
11.250,18.250,0.125,6.652
11.750,18.250,0.025,6.652
11.750,18.250,0.075,6.652
11.750,18.250,0.125,6.652
12.250,18.250,0.025,6.652
12.250,18.250,0.075,6.652
12.250,18.250,0.125,6.652
12.750,18.250,0.025,6.652
12.750,18.250,0.075,6.652
12.750,18.250,0.125,6.652
13.250,18.250,0.025,6.652
13.250,18.250,0.075,6.652
13.250,18.250,0.125,6.652
13.750,18.250,0.025,6.652
13.750,18.250,0.075,6.652
13.750,18.250,0.125,6.652
14.250,18.250,0.025,6.652
14.250,18.250,0.075,6.652
14.250,18.250,0.125,6.652
0.250,18.750,0.025,6.652
0.250,18.750,0.075,6.652
0.250,18.750,0.125,6.652
0.750,18.750,0.025,6.652
0.750,18.750,0.075,6.652
0.750,18.750,0.125,6.652
1.250,18.750,0.025,6.652
1.250,18.750,0.075,6.652
1.250,18.750,0.125,6.652
1.750,18.750,0.025,6.652
1.750,18.750,0.075,6.652
1.750,18.750,0.125,6.652
2.250,18.750,0.025,6.652
2.250,18.750,0.075,6.652
2.250,18.750,0.125,6.652
2.750,18.750,0.025,6.652
2.750,18.750,0.075,6.652
2.750,18.750,0.125,6.652
3.250,18.750,0.025,6.652
3.250,18.750,0.075,6.652
3.250,18.750,0.125,6.652
3.750,18.750,0.025,6.652
3.750,18.750,0.075,6.652
3.750,18.750,0.125,6.652
4.250,18.750,0.025,6.652
4.250,18.750,0.075,6.652
4.250,18.750,0.125,6.652
4.750,18.750,0.025,4.280
4.750,18.750,0.075,4.280
4.750,18.750,0.125,4.280
5.250,18.750,0.025,4.280
5.250,18.750,0.075,4.280
5.250,18.750,0.125,4.280
5.750,18.750,0.025,4.280
5.750,18.750,0.075,4.280
5.750,18.750,0.125,4.280
6.250,18.750,0.025,4.280
6.250,18.750,0.075,4.280
6.250,18.750,0.125,4.280
6.750,18.750,0.025,4.280
6.750,18.750,0.075,4.280
6.750,18.750,0.125,4.280
7.250,18.750,0.025,4.280
7.250,18.750,0.075,4.280
7.250,18.750,0.125,4.280
7.750,18.750,0.025,4.280
7.750,18.750,0.075,4.280
7.750,18.750,0.125,4.280
8.250,18.750,0.025,4.280
8.250,18.750,0.075,4.280
8.250,18.750,0.125,4.280
8.750,18.750,0.025,4.280
8.750,18.750,0.075,4.280
8.750,18.750,0.125,4.280
9.250,18.750,0.025,4.280
9.250,18.750,0.075,4.280
9.250,18.750,0.125,4.280
10.750,18.750,0.025,6.652
10.750,18.750,0.075,6.652
10.750,18.750,0.125,6.652
11.250,18.750,0.025,6.652
11.250,18.750,0.075,6.652
11.250,18.750,0.125,6.652
11.750,18.750,0.025,6.652
11.750,18.750,0.075,6.652
11.750,18.750,0.125,6.652
12.250,18.750,0.025,6.652
12.250,18.750,0.075,6.652
12.250,18.750,0.125,6.652
12.750,18.750,0.025,6.652
12.750,18.750,0.075,6.652
12.750,18.750,0.125,6.652
13.250,18.750,0.025,6.652
13.250,18.750,0.075,6.652
13.250,18.750,0.125,6.652
13.750,18.750,0.025,6.652
13.750,18.750,0.075,6.652
13.750,18.750,0.125,6.652
14.250,18.750,0.025,6.652
14.250,18.750,0.075,6.652
14.250,18.750,0.125,6.652
0.250,19.250,0.025,6.652
0.250,19.250,0.075,6.652
0.250,19.250,0.125,6.652
0.750,19.250,0.025,6.652
0.750,19.250,0.075,6.652
0.750,19.250,0.125,6.652
1.250,19.250,0.025,6.652
1.250,19.250,0.075,6.652
1.250,19.250,0.125,6.652
1.750,19.250,0.025,6.652
1.750,19.250,0.075,6.652
1.750,19.250,0.125,6.652
2.250,19.250,0.025,6.652
2.250,19.250,0.075,6.652
2.250,19.250,0.125,6.652
2.750,19.250,0.025,6.652
2.750,19.250,0.075,6.652
2.750,19.250,0.125,6.652
3.250,19.250,0.025,6.652
3.250,19.250,0.075,6.652
3.250,19.250,0.125,6.652
3.750,19.250,0.025,6.652
3.750,19.250,0.075,6.652
3.750,19.250,0.125,6.652
4.250,19.250,0.025,6.652
4.250,19.250,0.075,6.652
4.250,19.250,0.125,6.652
10.750,19.250,0.025,6.652
10.750,19.250,0.075,6.652
10.750,19.250,0.125,6.652
11.250,19.250,0.025,6.652
11.250,19.250,0.075,6.652
11.250,19.250,0.125,6.652
11.750,19.250,0.025,6.652
11.750,19.250,0.075,6.652
11.750,19.250,0.125,6.652
12.250,19.250,0.025,6.652
12.250,19.250,0.075,6.652
12.250,19.250,0.125,6.652
12.750,19.250,0.025,6.652
12.750,19.250,0.075,6.652
12.750,19.250,0.125,6.652
13.250,19.250,0.025,6.652
13.250,19.250,0.075,6.652
13.250,19.250,0.125,6.652
13.750,19.250,0.025,6.652
13.750,19.250,0.075,6.652
13.750,19.250,0.125,6.652
14.250,19.250,0.025,6.652
14.250,19.250,0.075,6.652
14.250,19.250,0.125,6.652
0.250,19.750,0.025,6.652
0.250,19.750,0.075,6.652
0.250,19.750,0.125,6.652
0.750,19.750,0.025,6.652
0.750,19.750,0.075,6.652
0.750,19.750,0.125,6.652
1.250,19.750,0.025,6.652
1.250,19.750,0.075,6.652
1.250,19.750,0.125,6.652
1.750,19.750,0.025,6.652
1.750,19.750,0.075,6.652
1.750,19.750,0.125,6.652
2.250,19.750,0.025,6.652
2.250,19.750,0.075,6.652
2.250,19.750,0.125,6.652
2.750,19.750,0.025,6.652
2.750,19.750,0.075,6.652
2.750,19.750,0.125,6.652
3.250,19.750,0.025,6.652
3.250,19.750,0.075,6.652
3.250,19.750,0.125,6.652
3.750,19.750,0.025,6.652
3.750,19.750,0.075,6.652
3.750,19.750,0.125,6.652
4.250,19.750,0.025,6.652
4.250,19.750,0.075,6.652
4.250,19.750,0.125,6.652
4.750,19.750,0.025,1.467
4.750,19.750,0.075,1.467
4.750,19.750,0.125,1.467
5.250,19.750,0.025,1.467
5.250,19.750,0.075,1.467
5.250,19.750,0.125,1.467
5.750,19.750,0.025,1.467
5.750,19.750,0.075,1.467
5.750,19.750,0.125,1.467
6.250,19.750,0.025,1.467
6.250,19.750,0.075,1.467
6.250,19.750,0.125,1.467
6.750,19.750,0.025,1.467
6.750,19.750,0.075,1.467
6.750,19.750,0.125,1.467
7.250,19.750,0.025,1.467
7.250,19.750,0.075,1.467
7.250,19.750,0.125,1.467
7.750,19.750,0.025,1.467
7.750,19.750,0.075,1.467
7.750,19.750,0.125,1.467
8.250,19.750,0.025,1.467
8.250,19.750,0.075,1.467
8.250,19.750,0.125,1.467
8.750,19.750,0.025,1.467
8.750,19.750,0.075,1.467
8.750,19.750,0.125,1.467
9.250,19.750,0.025,1.467
9.250,19.750,0.075,1.467
9.250,19.750,0.125,1.467
10.750,19.750,0.025,6.652
10.750,19.750,0.075,6.652
10.750,19.750,0.125,6.652
11.250,19.750,0.025,6.652
11.250,19.750,0.075,6.652
11.250,19.750,0.125,6.652
11.750,19.750,0.025,6.652
11.750,19.750,0.075,6.652
11.750,19.750,0.125,6.652
12.250,19.750,0.025,6.652
12.250,19.750,0.075,6.652
12.250,19.750,0.125,6.652
12.750,19.750,0.025,6.652
12.750,19.750,0.075,6.652
12.750,19.750,0.125,6.652
13.250,19.750,0.025,6.652
13.250,19.750,0.075,6.652
13.250,19.750,0.125,6.652
13.750,19.750,0.025,6.652
13.750,19.750,0.075,6.652
13.750,19.750,0.125,6.652
14.250,19.750,0.025,6.652
14.250,19.750,0.075,6.652
14.250,19.750,0.125,6.652
0.250,20.250,0.025,6.652
0.250,20.250,0.075,6.652
0.250,20.250,0.125,6.652
0.750,20.250,0.025,6.652
0.750,20.250,0.075,6.652
0.750,20.250,0.125,6.652
1.250,20.250,0.025,6.652
1.250,20.250,0.075,6.652
1.250,20.250,0.125,6.652
1.750,20.250,0.025,6.652
1.750,20.250,0.075,6.652
1.750,20.250,0.125,6.652
2.250,20.250,0.025,6.652
2.250,20.250,0.075,6.652
2.250,20.250,0.125,6.652
2.750,20.250,0.025,6.652
2.750,20.250,0.075,6.652
2.750,20.250,0.125,6.652
3.250,20.250,0.025,6.652
3.250,20.250,0.075,6.652
3.250,20.250,0.125,6.652
3.750,20.250,0.025,6.652
3.750,20.250,0.075,6.652
3.750,20.250,0.125,6.652
4.250,20.250,0.025,6.652
4.250,20.250,0.075,6.652
4.250,20.250,0.125,6.652
4.750,20.250,0.025,1.467
4.750,20.250,0.075,1.467
4.750,20.250,0.125,1.467
5.250,20.250,0.025,1.467
5.250,20.250,0.075,1.467
5.250,20.250,0.125,1.467
5.750,20.250,0.025,1.467
5.750,20.250,0.075,1.467
5.750,20.250,0.125,1.467
6.250,20.250,0.025,1.467
6.250,20.250,0.075,1.467
6.250,20.250,0.125,1.467
6.750,20.250,0.025,1.467
6.750,20.250,0.075,1.467
6.750,20.250,0.125,1.467
7.250,20.250,0.025,1.467
7.250,20.250,0.075,1.467
7.250,20.250,0.125,1.467
7.750,20.250,0.025,1.467
7.750,20.250,0.075,1.467
7.750,20.250,0.125,1.467
8.250,20.250,0.025,1.467
8.250,20.250,0.075,1.467
8.250,20.250,0.125,1.467
8.750,20.250,0.025,1.467
8.750,20.250,0.075,1.467
8.750,20.250,0.125,1.467
9.250,20.250,0.025,1.467
9.250,20.250,0.075,1.467
9.250,20.250,0.125,1.467
10.750,20.250,0.025,6.652
10.750,20.250,0.075,6.652
10.750,20.250,0.125,6.652
11.250,20.250,0.025,6.652
11.250,20.250,0.075,6.652
11.250,20.250,0.125,6.652
11.750,20.250,0.025,6.652
11.750,20.250,0.075,6.652
11.750,20.250,0.125,6.652
12.250,20.250,0.025,6.652
12.250,20.250,0.075,6.652
12.250,20.250,0.125,6.652
12.750,20.250,0.025,6.652
12.750,20.250,0.075,6.652
12.750,20.250,0.125,6.652
13.250,20.250,0.025,6.652
13.250,20.250,0.075,6.652
13.250,20.250,0.125,6.652
13.750,20.250,0.025,6.652
13.750,20.250,0.075,6.652
13.750,20.250,0.125,6.652
14.250,20.250,0.025,6.652
14.250,20.250,0.075,6.652
14.250,20.250,0.125,6.652
0.250,20.750,0.025,6.652
0.250,20.750,0.075,6.652
0.250,20.750,0.125,6.652
0.750,20.750,0.025,6.652
0.750,20.750,0.075,6.652
0.750,20.750,0.125,6.652
1.250,20.750,0.025,6.652
1.250,20.750,0.075,6.652
1.250,20.750,0.125,6.652
1.750,20.750,0.025,6.652
1.750,20.750,0.075,6.652
1.750,20.750,0.125,6.652
2.250,20.750,0.025,6.652
2.250,20.750,0.075,6.652
2.250,20.750,0.125,6.652
2.750,20.750,0.025,6.652
2.750,20.750,0.075,6.652
2.750,20.750,0.125,6.652
3.250,20.750,0.025,6.652
3.250,20.750,0.075,6.652
3.250,20.750,0.125,6.652
3.750,20.750,0.025,6.652
3.750,20.750,0.075,6.652
3.750,20.750,0.125,6.652
4.250,20.750,0.025,6.652
4.250,20.750,0.075,6.652
4.250,20.750,0.125,6.652
4.750,20.750,0.025,1.467
4.750,20.750,0.075,1.467
4.750,20.750,0.125,1.467
5.250,20.750,0.025,1.467
5.250,20.750,0.075,1.467
5.250,20.750,0.125,1.467
5.750,20.750,0.025,1.467
5.750,20.750,0.075,1.467
5.750,20.750,0.125,1.467
6.250,20.750,0.025,1.467
6.250,20.750,0.075,1.467
6.250,20.750,0.125,1.467
6.750,20.750,0.025,1.467
6.750,20.750,0.075,1.467
6.750,20.750,0.125,1.467
7.250,20.750,0.025,1.467
7.250,20.750,0.075,1.467
7.250,20.750,0.125,1.467
7.750,20.750,0.025,1.467
7.750,20.750,0.075,1.467
7.750,20.750,0.125,1.467
8.250,20.750,0.025,1.467
8.250,20.750,0.075,1.467
8.250,20.750,0.125,1.467
8.750,20.750,0.025,1.467
8.750,20.750,0.075,1.467
8.750,20.750,0.125,1.467
9.250,20.750,0.025,1.467
9.250,20.750,0.075,1.467
9.250,20.750,0.125,1.467
10.750,20.750,0.025,6.652
10.750,20.750,0.075,6.652
10.750,20.750,0.125,6.652
11.250,20.750,0.025,6.652
11.250,20.750,0.075,6.652
11.250,20.750,0.125,6.652
11.750,20.750,0.025,6.652
11.750,20.750,0.075,6.652
11.750,20.750,0.125,6.652
12.250,20.750,0.025,6.652
12.250,20.750,0.075,6.652
12.250,20.750,0.125,6.652
12.750,20.750,0.025,6.652
12.750,20.750,0.075,6.652
12.750,20.750,0.125,6.652
13.250,20.750,0.025,6.652
13.250,20.750,0.075,6.652
13.250,20.750,0.125,6.652
13.750,20.750,0.025,6.652
13.750,20.750,0.075,6.652
13.750,20.750,0.125,6.652
14.250,20.750,0.025,6.652
14.250,20.750,0.075,6.652
14.250,20.750,0.125,6.652
0.250,21.250,0.025,6.652
0.250,21.250,0.075,6.652
0.250,21.250,0.125,6.652
0.750,21.250,0.025,6.652
0.750,21.250,0.075,6.652
0.750,21.250,0.125,6.652
1.250,21.250,0.025,6.652
1.250,21.250,0.075,6.652
1.250,21.250,0.125,6.652
1.750,21.250,0.025,6.652
1.750,21.250,0.075,6.652
1.750,21.250,0.125,6.652
2.250,21.250,0.025,6.652
2.250,21.250,0.075,6.652
2.250,21.250,0.125,6.652
2.750,21.250,0.025,6.652
2.750,21.250,0.075,6.652
2.750,21.250,0.125,6.652
3.250,21.250,0.025,6.652
3.250,21.250,0.075,6.652
3.250,21.250,0.125,6.652
3.750,21.250,0.025,6.652
3.750,21.250,0.075,6.652
3.750,21.250,0.125,6.652
4.250,21.250,0.025,6.652
4.250,21.250,0.075,6.652
4.250,21.250,0.125,6.652
4.750,21.250,0.025,1.467
4.750,21.250,0.075,1.467
4.750,21.250,0.125,1.467
5.250,21.250,0.025,1.467
5.250,21.250,0.075,1.467
5.250,21.250,0.125,1.467
5.750,21.250,0.025,1.467
5.750,21.250,0.075,1.467
5.750,21.250,0.125,1.467
6.250,21.250,0.025,1.467
6.250,21.250,0.075,1.467
6.250,21.250,0.125,1.467
